,race,workclass,fnlwgt,marital_status,occupation,relationship,age,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19
39211,0,0,197918,1,2,2,21,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0
39212,0,0,405309,0,0,0,46,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0
39213,1,1,96652,2,2,2,46,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0
39214,0,0,275943,0,2,0,57,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1
39215,0,0,129980,1,2,2,21,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0
39216,0,0,213277,0,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
39217,0,0,293791,0,2,0,41,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
39218,0,1,186256,2,2,2,48,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1
39219,0,0,278130,1,0,2,24,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
39220,0,0,316849,2,1,1,58,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1
39221,0,1,312692,1,2,1,27,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
39222,0,0,83141,2,1,1,24,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0
39223,0,0,106061,0,2,0,45,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0
39224,0,0,52738,0,2,0,35,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0
39225,0,0,109517,2,2,2,63,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0
39226,0,0,178792,2,2,1,60,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
39227,0,0,188515,2,2,2,49,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0
39228,0,0,227626,2,2,1,22,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1
39229,0,1,177271,0,0,0,59,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0
39230,0,0,95165,0,2,0,59,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1
39231,0,0,34383,0,2,0,29,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0
39232,0,0,34067,0,0,0,50,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0
39233,0,0,60001,0,2,0,43,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0
39234,0,0,215039,1,2,2,21,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1
39235,0,0,84787,0,1,0,35,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
39236,0,0,57108,1,2,2,18,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
39237,1,0,306666,0,2,0,25,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
39238,0,0,231196,0,2,0,52,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0
39239,0,2,100722,0,2,0,64,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1
39240,0,0,226608,2,2,1,40,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
39241,0,0,91733,1,2,2,23,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0
39242,0,0,140001,1,2,2,24,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0
39243,0,0,195284,2,1,1,29,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0
39244,0,0,185279,1,2,2,22,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0
39245,0,0,58535,2,2,1,53,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0
39246,0,1,45937,0,0,2,37,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
39247,0,0,169397,0,0,0,44,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
39248,0,2,97176,0,0,2,46,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0
39249,1,0,198813,1,2,2,28,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0
39250,0,2,218676,0,0,0,47,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
39251,0,1,39815,1,1,2,17,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0
39252,0,0,173679,0,1,0,24,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1
39253,0,1,327573,2,1,1,44,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1
39254,0,0,329425,1,2,2,30,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0
39255,0,0,85632,0,2,2,34,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1
39256,0,0,378272,0,2,0,34,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0
39257,0,0,120268,0,1,0,26,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1
39258,0,1,159726,2,2,2,49,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1
39259,0,0,32878,0,1,0,41,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0
39260,0,0,121124,0,1,0,49,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0
39261,0,0,94774,1,1,2,17,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1
39262,0,0,329026,0,2,2,37,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0
39263,0,0,195554,2,1,1,48,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1
39264,0,0,117444,1,0,1,32,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1
39265,0,0,172232,0,2,0,23,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0
39266,0,0,168515,2,2,1,44,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
39267,0,1,120064,1,1,1,33,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1
39268,1,1,298643,2,2,2,58,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0
39269,0,0,138105,2,0,2,37,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1
39270,0,2,352196,2,1,1,42,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1
39271,0,0,299197,1,2,1,44,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
39272,0,0,55465,1,1,2,20,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
39273,0,0,189461,1,2,2,23,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0
39274,0,1,139736,1,2,1,58,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0
39275,0,0,272656,0,2,0,55,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1
39276,0,0,216645,0,2,0,34,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0
39277,0,0,59469,0,0,0,56,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0
39278,0,2,34973,0,2,0,53,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1
39279,0,0,117606,1,0,2,24,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0
39280,0,0,106255,0,0,0,47,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0
39281,0,0,89040,0,2,0,36,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1
39282,0,0,175958,2,1,1,47,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
39283,0,0,200246,2,1,1,33,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
39284,0,1,223326,1,2,2,19,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1
39285,0,0,87032,2,2,1,61,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1
39286,0,0,208503,1,2,1,24,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0
39287,0,2,95423,0,0,0,27,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0
39288,0,0,250149,0,1,0,55,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0
39289,0,0,206903,1,2,2,27,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1
39290,0,1,41013,1,1,1,29,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1
39291,0,0,183580,0,0,0,55,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0
39292,0,2,174102,0,2,0,51,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1
39293,2,1,137421,0,2,0,33,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1
39294,0,1,344394,0,2,2,23,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1
39295,0,0,167476,2,2,1,30,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
39296,0,1,142282,1,1,1,38,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0
39297,0,1,382532,0,0,0,47,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0
39298,0,0,47039,1,0,2,20,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0
39299,0,0,178449,1,0,1,32,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0
39300,0,0,161708,1,1,2,23,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0
39301,0,0,59469,1,1,1,31,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0
39302,0,0,160303,2,2,2,55,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
39303,0,0,69481,2,2,1,37,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1
39304,0,1,270421,1,1,1,29,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1
39305,0,0,177905,0,1,0,41,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0
39306,2,1,109414,0,2,0,44,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0
39307,0,2,151402,0,2,0,27,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0
39308,1,0,170324,0,0,0,56,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1
39309,0,1,292816,1,2,2,24,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0
39310,0,1,114396,0,1,0,46,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1
39311,0,0,549174,0,0,0,37,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
39312,0,0,170846,0,2,2,47,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0
39313,0,0,182615,1,2,2,23,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0
39314,0,0,80149,0,0,0,57,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0
39315,0,0,373185,1,0,2,31,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
39316,0,0,180096,0,0,0,43,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0
39317,0,0,148509,1,1,1,20,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1
39318,0,0,198197,1,2,1,27,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0
39319,0,0,152156,2,0,1,32,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0
39320,0,0,174426,0,0,0,45,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
39321,1,1,56651,1,1,2,28,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1
39322,0,0,141807,0,0,0,55,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0
39323,0,0,190290,1,2,1,24,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0
39324,1,1,285890,0,1,0,39,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
39325,0,2,85492,1,2,1,38,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0
39326,0,0,185836,1,1,1,25,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1
39327,0,0,99146,0,2,0,36,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1
39328,0,0,193815,0,1,0,37,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1
39329,0,1,163921,0,2,0,50,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1
39330,0,0,108023,1,2,1,32,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1
39331,0,0,198097,2,0,1,39,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0
39332,0,0,89787,0,1,0,70,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1
39333,1,1,21189,2,2,2,40,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1
39334,0,0,89160,1,2,2,17,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1
39335,0,2,186909,0,2,2,41,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1
39336,0,0,208043,0,1,0,34,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1
39337,1,0,478315,1,1,2,28,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0
39338,0,0,250583,2,2,1,32,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1
39339,0,0,199915,1,2,2,23,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0
39340,0,0,208881,0,0,0,31,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0
39341,0,0,281982,0,2,0,35,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0
39342,0,0,178322,0,2,0,35,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1
39343,0,0,305379,0,0,0,35,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
39344,0,0,257758,0,1,0,44,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0
39345,0,0,193871,0,1,2,50,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0
39346,2,0,230020,0,0,0,41,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0
39347,0,0,260669,2,1,1,74,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1
39348,1,1,276075,0,2,0,26,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0
39349,0,1,34104,0,1,0,34,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0
39350,1,0,709445,2,0,2,37,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0
39351,0,0,109912,0,0,2,44,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1
39352,0,0,184018,0,2,0,42,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0
39353,0,0,173307,0,0,0,41,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0
39354,0,0,167716,2,1,2,29,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
39355,1,0,196805,0,2,0,26,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0
39356,0,0,233740,1,2,2,18,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0
39357,0,0,343847,0,2,0,50,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1
39358,0,0,439919,0,2,0,40,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1
39359,0,2,145209,0,2,0,60,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0
39360,0,0,24790,0,0,0,50,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1
39361,0,2,181091,1,2,2,34,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0
39362,1,1,156649,2,2,2,58,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0
39363,0,1,28996,0,2,0,36,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0
39364,0,1,206707,0,2,0,34,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1
39365,0,0,124293,0,2,0,37,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0
39366,2,0,130125,1,1,2,17,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
39367,0,0,123226,1,1,1,24,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0
39368,0,0,196344,0,0,0,40,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0
39369,0,1,105189,2,2,1,27,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1
39370,0,0,169152,1,2,2,30,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
39371,0,0,82910,0,2,0,29,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1
39372,0,1,126333,0,2,2,42,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1
39373,0,2,60087,2,0,1,47,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0
39374,0,0,392167,2,2,1,41,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
39375,2,2,85982,1,1,1,47,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1
39376,0,0,124901,0,2,0,71,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0
39377,0,0,164733,2,2,1,49,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0
39378,0,0,170627,1,1,2,18,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0
39379,0,0,186452,1,1,2,21,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0
39380,0,1,214242,0,0,0,43,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0
39381,0,0,208656,1,2,2,19,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1
39382,1,0,298995,0,1,2,31,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0
39383,0,0,80058,2,2,1,32,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0
39384,0,1,213389,2,2,2,32,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0
39385,0,0,121321,0,2,0,31,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1
39386,0,0,163322,2,0,2,41,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0
39387,0,1,116286,0,1,0,51,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0
39388,0,0,194630,2,0,1,37,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0
39389,2,1,36091,1,0,1,58,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1
39390,0,1,433705,0,2,0,44,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0
39391,0,0,100734,1,1,1,31,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0
39392,0,0,345403,1,1,2,17,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0
39393,2,0,185019,1,1,1,29,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1
39394,0,0,98765,1,2,2,45,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0
39395,0,0,100235,1,2,2,22,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0
39396,1,0,296897,2,2,2,30,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1
39397,0,0,147548,0,2,0,35,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1
39398,0,0,211408,0,2,0,62,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
39399,0,0,314182,1,2,1,24,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1
39400,0,0,96020,0,0,2,28,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0
39401,0,0,186720,1,1,2,28,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0
39402,1,0,110103,2,0,2,62,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0
39403,0,1,90752,1,2,1,25,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0
39404,0,0,189777,0,0,0,27,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0
39405,0,0,318644,1,2,2,26,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0
39406,0,0,251120,0,2,0,33,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0
39407,2,1,150553,1,2,2,26,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1
39408,0,0,117802,0,2,0,38,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
39409,0,0,416103,1,2,2,20,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0
39410,2,0,298635,0,1,0,36,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1
39411,0,0,161444,0,2,0,33,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0
39412,2,0,302903,0,1,2,28,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0
39413,0,0,174895,0,1,0,68,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0
39414,0,0,281743,1,1,2,20,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0
39415,0,0,122048,1,2,1,23,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1
39416,0,0,186130,0,0,0,39,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1
39417,0,2,258298,1,2,2,23,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0
39418,0,0,269095,2,2,1,50,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1
39419,0,1,27187,0,2,0,42,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0
39420,0,0,171751,2,2,1,47,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1
39421,0,0,39477,1,2,1,20,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0
39422,0,0,129673,2,0,1,50,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1
39423,2,0,153790,1,2,1,35,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1
39424,0,0,219537,2,2,2,58,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
39425,0,0,114994,0,2,0,64,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0
39426,0,0,173888,2,2,1,42,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
39427,0,1,242670,2,2,2,56,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1
39428,0,0,345705,0,0,2,30,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
39429,0,1,104614,1,1,2,26,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0
39430,0,0,131230,0,0,0,21,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
39431,0,0,323919,0,0,0,41,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
39432,0,1,168370,0,2,0,67,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0
39433,0,1,194252,0,0,2,60,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
39434,0,0,372525,0,2,0,36,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39435,0,0,341504,1,2,2,27,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1
39436,0,0,187203,0,2,0,30,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
39437,0,0,216129,1,2,1,24,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39438,0,0,357596,0,2,0,52,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1
39439,0,0,459007,0,2,0,32,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
39440,0,0,383322,0,2,0,28,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1
39441,0,0,277112,1,2,2,17,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1
39442,0,0,57066,0,2,0,28,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
39443,0,0,137843,0,2,0,63,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0
39444,0,0,145643,1,1,2,18,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1
39445,0,0,181572,1,2,2,19,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0
39446,0,0,251396,0,1,0,35,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1
39447,0,0,305259,2,0,1,37,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1
39448,0,2,245090,0,2,0,38,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0
39449,0,0,143920,2,1,1,48,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
