,age,workclass,fnlwgt,education,educational_num,marital_status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native_country,income_bigger_than_50K
30671,36,1,357720,0,11,1,1,1,0,1,0,0,40,0,0
30672,57,1,31532,0,12,0,1,0,0,0,0,0,20,0,0
30673,25,0,401241,1,10,1,1,1,0,1,4416,0,25,0,0
30674,22,0,443336,1,10,1,1,1,0,1,0,0,25,0,0
30675,50,0,71898,0,3,0,2,2,2,1,0,0,35,1,0
30676,24,0,219122,0,9,0,2,0,0,0,0,0,20,1,0
30677,32,0,106742,0,9,0,2,0,0,0,0,0,40,0,0
30678,45,0,481987,1,14,0,2,0,0,0,0,0,18,0,1
30679,29,0,324505,1,10,2,2,1,0,0,0,0,40,0,0
30680,33,0,358655,1,13,1,2,2,0,1,0,0,10,0,0
30681,21,0,133471,1,10,1,0,2,0,0,0,0,40,0,0
30682,84,0,132806,0,9,2,1,1,0,1,0,0,13,0,0
30683,25,1,306352,0,9,0,2,0,0,0,0,1902,40,1,1
30684,43,0,147099,1,13,0,1,2,0,1,0,0,30,0,1
30685,35,0,361888,1,10,2,2,2,0,0,0,0,40,0,0
30686,37,0,219141,0,7,0,2,0,1,0,7688,0,40,0,1
30687,46,0,62793,0,9,2,2,2,0,1,0,0,40,0,0
30688,61,0,51170,0,9,0,0,0,0,0,0,0,55,0,0
30690,33,0,122612,0,9,2,1,1,2,1,0,0,35,1,0
30691,64,2,163510,1,14,0,1,0,0,0,0,2415,50,0,1
30692,58,2,54566,1,10,0,2,0,0,0,0,0,35,0,0
30693,33,2,124187,0,12,1,1,1,1,0,0,0,32,0,0
30694,28,1,255254,1,13,0,1,2,1,1,0,0,37,0,0
30695,36,0,308945,0,9,0,2,0,0,0,0,0,40,0,0
30696,28,2,190836,0,9,0,2,0,0,0,0,0,50,0,1
30698,39,1,91039,1,14,0,0,0,0,0,15024,0,45,0,1
30699,29,0,130045,0,4,0,1,2,0,1,0,0,40,0,0
30700,54,1,35576,1,10,0,0,0,0,0,0,0,40,0,0
30701,23,0,285004,1,13,1,2,1,2,0,0,0,50,1,0
30702,31,1,378426,0,15,0,1,0,0,0,0,0,99,1,0
30703,40,0,79036,0,11,2,2,1,0,0,0,0,50,0,1
30704,49,1,99401,1,10,0,0,0,0,0,0,0,45,0,0
30705,36,1,235195,1,10,2,1,2,0,1,0,0,32,0,0
30706,31,1,144949,0,9,2,0,2,0,0,0,0,40,0,0
30707,19,0,164320,0,9,1,2,2,0,0,0,0,40,0,0
30708,23,0,64292,0,9,1,2,1,0,1,0,0,40,0,0
30709,65,0,105116,1,10,2,2,1,0,1,2346,0,40,0,0
30710,45,0,462440,0,7,2,1,1,1,1,0,0,20,0,0
30711,72,2,258761,0,9,0,2,0,0,0,0,0,40,0,0
30712,30,0,128065,1,10,0,2,0,0,0,0,0,45,0,0
30713,38,0,257250,1,10,0,2,0,0,0,7298,0,60,0,1
30714,54,0,146325,1,13,0,2,0,0,0,0,0,40,0,1
30715,28,0,138692,1,13,0,0,0,0,0,0,0,40,0,1
30716,26,2,331861,1,13,1,2,1,0,0,0,0,60,0,1
30717,36,0,47310,0,9,1,1,1,1,1,0,0,40,0,0
30718,35,0,108140,1,14,0,0,0,0,0,0,0,50,0,1
30719,27,0,153589,0,5,2,0,1,0,0,0,0,40,0,0
30720,29,0,131088,0,9,1,2,2,0,0,0,0,25,0,0
30721,27,0,180271,0,9,0,2,0,0,0,0,0,43,0,0
30722,28,0,338409,1,13,0,1,2,1,1,0,0,40,1,0
30723,33,0,149220,0,11,1,1,2,1,1,0,0,40,0,0
30724,18,0,70021,0,9,1,2,2,0,0,0,0,12,0,0
30725,46,2,142222,1,10,2,0,2,0,1,1151,0,60,0,0
30726,18,0,102690,0,7,1,2,2,2,0,0,0,40,0,0
30727,25,1,170070,1,13,1,1,1,0,1,0,0,50,0,1
30728,33,0,354573,1,14,0,1,0,0,0,15024,0,44,0,1
30729,37,0,149898,0,7,0,0,0,0,0,0,0,40,0,0
30730,70,2,380498,1,13,2,1,1,0,1,0,0,30,0,0
30731,41,0,342164,1,10,2,2,1,0,1,0,0,15,0,0
30732,53,1,25820,0,11,2,0,1,2,0,0,0,48,0,0
30733,29,0,210867,0,7,2,0,2,0,0,0,0,40,0,0
30734,49,0,166809,1,13,2,0,2,0,1,0,0,40,0,1
30735,38,0,154210,1,13,0,1,0,2,0,0,0,40,0,1
30736,19,0,127491,0,9,1,1,1,0,0,0,0,40,0,0
30737,33,0,97723,0,9,0,0,0,0,0,0,1672,40,0,0
30738,21,0,95918,1,10,1,2,2,0,0,0,0,43,1,0
30739,36,2,64875,0,11,0,2,0,0,0,0,0,60,0,0
30740,66,0,142624,0,12,0,2,0,0,0,5556,0,40,1,1
30741,34,1,216283,1,13,0,1,2,0,1,0,0,45,0,1
30742,48,0,93476,0,9,2,2,1,0,1,0,2001,40,0,0
30743,23,0,81786,1,10,1,2,2,1,1,0,0,40,0,0
30744,36,0,218490,1,13,0,1,0,0,0,0,0,45,1,1
30745,45,0,179428,1,10,0,2,0,0,0,0,0,55,0,0
30746,40,0,173307,0,6,0,2,0,0,0,0,0,40,0,0
30747,48,0,175221,0,9,0,2,0,0,0,0,0,40,0,0
30748,58,0,117273,1,10,0,2,0,0,0,0,0,40,0,1
30750,39,0,77005,1,14,0,1,0,0,0,99999,0,40,0,1
30751,59,1,134153,1,13,0,2,0,1,0,7298,0,38,0,1
30752,23,0,60668,0,6,0,0,0,0,0,0,0,40,1,0
30753,67,2,179285,1,13,0,2,0,0,0,0,0,30,0,0
30754,34,0,422836,0,9,2,1,2,0,0,0,0,40,1,0
30755,36,1,268205,1,13,2,1,2,0,1,0,0,52,0,0
30756,38,0,177305,0,9,0,0,0,0,0,0,0,45,0,0
30757,30,0,181372,1,13,0,1,2,0,1,0,0,40,0,1
30758,40,1,140108,0,5,2,2,1,1,0,0,0,40,0,0
30759,58,0,316000,0,9,0,0,0,0,0,0,0,40,0,1
30760,49,0,151584,1,10,0,1,0,0,0,0,0,32,0,0
30761,41,0,29213,1,10,0,0,0,0,0,0,0,45,0,0
30762,59,2,199240,0,9,2,1,1,0,0,0,0,20,1,0
30763,47,0,143050,1,14,2,0,1,0,1,0,0,50,0,0
30764,37,0,58337,1,10,2,0,1,0,1,0,0,40,0,1
30765,55,1,176904,0,9,0,0,0,0,0,0,0,40,0,0
30766,69,1,170458,0,9,0,1,0,0,0,0,0,20,0,0
30767,20,0,158206,1,10,1,2,1,0,0,0,0,30,0,0
30768,42,1,201723,1,10,1,0,1,0,0,0,0,40,0,0
30769,41,2,117012,1,14,1,0,1,0,1,0,0,55,0,0
30770,46,1,170092,1,14,1,1,1,0,1,0,0,43,0,0
30771,30,0,29662,0,12,0,1,2,0,1,0,0,25,0,1
30772,76,0,204113,0,9,2,2,1,0,1,7896,0,18,0,0
30773,37,0,115332,0,9,0,2,0,1,0,0,0,50,0,0
30775,41,1,108945,0,9,1,2,1,0,1,14344,0,40,0,1
30776,47,0,329144,1,10,2,1,1,0,0,0,0,48,0,1
30777,50,0,178596,0,9,2,0,2,0,0,0,1408,50,0,0
30778,29,0,75648,1,10,0,0,0,0,0,0,0,55,0,0
30779,37,0,167415,0,9,0,2,0,0,0,0,0,50,0,0
30780,36,0,307520,1,13,0,0,2,2,1,0,0,40,1,1
30781,33,0,174789,1,10,1,2,1,0,0,0,0,40,0,0
30783,22,0,385540,0,6,1,1,1,0,0,0,0,40,1,0
30785,25,1,454934,1,10,1,2,2,0,1,0,0,35,0,0
30786,30,0,182714,1,10,1,0,1,0,1,0,0,40,1,0
30787,36,2,172425,1,13,0,0,2,0,1,0,0,25,0,1
30788,17,0,33611,0,7,1,1,2,0,0,0,0,40,0,0
30789,28,0,192384,1,13,0,2,0,0,0,0,0,40,0,1
30790,54,1,197184,1,13,0,0,0,0,0,0,0,38,0,0
30791,64,0,47298,1,16,0,1,0,0,0,0,0,60,0,1
30792,33,0,356015,0,9,2,0,1,2,0,0,0,35,1,0
30793,17,0,89259,0,7,1,2,2,0,1,0,0,15,0,0
30794,62,1,24050,0,9,2,2,1,0,1,0,0,15,0,0
30795,31,2,24504,0,9,1,0,2,0,0,0,0,50,0,0
30796,34,1,207284,0,8,0,0,0,0,0,0,0,40,0,0
30797,61,0,385583,1,10,2,0,1,0,0,0,0,40,0,0
30798,51,1,254230,1,10,0,0,0,0,0,0,1977,58,0,1
30799,23,0,117779,0,8,1,2,1,0,0,0,0,45,0,0
30801,54,0,175912,0,6,0,2,0,0,0,0,0,40,0,0
30802,24,0,160261,1,14,1,1,1,2,0,0,0,20,1,0
30803,42,0,282964,1,13,2,0,2,0,1,0,0,40,0,0
30804,49,1,298445,0,15,0,1,2,0,1,0,1977,60,0,1
30805,21,1,102942,1,10,1,1,1,0,1,0,2001,40,0,0
30806,45,0,35136,1,13,0,2,0,1,0,0,0,40,0,1
30807,43,0,71738,1,10,0,0,0,0,0,0,0,40,0,1
30808,52,0,192666,0,8,2,2,2,1,0,0,0,40,0,0
30809,41,0,27305,0,9,2,0,1,0,0,0,0,40,0,0
30810,45,0,107682,1,14,2,0,1,0,1,0,0,40,0,1
30811,23,1,307267,1,13,1,1,1,0,1,0,0,10,0,0
30812,59,1,95835,0,11,0,0,0,0,0,0,0,55,0,1
30813,20,0,250630,1,10,1,2,1,0,1,0,0,20,0,0
30814,53,0,117814,1,10,2,2,2,0,1,0,0,38,0,0
30815,45,1,154117,0,9,2,0,2,0,1,0,0,38,0,1
30816,24,0,234640,0,9,2,2,2,0,1,0,0,36,0,0
30817,43,0,484861,1,10,0,0,0,0,0,4064,0,38,0,0
30819,25,0,143062,1,13,1,1,2,0,1,2463,0,30,0,0
30820,49,0,232586,0,3,0,0,0,0,0,0,0,40,0,0
30821,47,0,225065,0,3,2,2,2,0,1,0,0,40,1,0
30822,38,0,194140,1,10,2,2,2,1,0,0,0,50,0,0
30823,30,0,255486,0,9,0,1,0,1,0,0,0,25,0,0
30824,56,0,229525,0,5,0,2,0,1,0,0,0,40,0,0
30825,45,2,244813,0,15,0,1,0,0,0,0,0,38,0,1
30826,37,1,125933,0,9,0,2,0,0,0,0,0,40,0,1
30827,29,1,95423,1,14,0,2,0,0,0,0,0,36,0,0
30828,27,0,493689,1,13,1,2,1,1,1,0,0,40,1,0
30829,40,0,309990,0,9,2,2,1,0,1,8614,0,60,0,1
30830,27,0,271714,1,10,1,1,2,0,1,0,0,30,0,0
30831,36,0,247750,0,9,0,2,0,1,0,0,0,45,0,0
30832,31,0,168521,1,13,1,0,2,0,1,0,0,50,0,0
30833,26,0,61996,0,9,2,2,1,0,1,0,0,62,0,0
30834,35,0,187089,0,11,0,0,2,0,1,0,0,42,0,1
30835,23,0,256211,1,10,1,2,1,2,0,0,0,24,1,0
30836,36,2,84294,1,13,0,2,0,0,0,0,0,72,0,0
30837,40,0,166088,0,11,2,2,2,0,1,0,0,30,0,0
30838,25,0,202560,1,10,1,1,1,0,1,0,0,40,0,0
30839,62,0,186446,1,10,2,2,2,0,1,0,0,43,0,0
30840,25,0,306908,1,13,0,1,0,0,0,0,0,50,0,0
30841,27,0,200179,0,9,2,2,2,0,1,0,0,40,0,0
30842,23,0,209955,1,10,1,2,2,0,0,0,0,40,0,0
30843,18,1,283342,0,6,1,0,2,1,0,0,0,40,0,0
30844,24,0,235071,0,7,0,0,0,0,0,0,0,50,0,1
30846,30,0,212237,1,13,0,1,0,0,0,0,1740,45,0,0
30847,80,1,164909,1,14,0,0,0,0,0,99999,0,54,0,1
30848,22,0,390817,0,3,0,0,2,0,0,0,0,40,1,0
30849,38,0,85399,0,9,1,2,1,0,1,0,0,40,0,0
30850,32,0,175856,1,10,0,2,0,0,0,0,0,40,0,0
30851,25,0,374163,0,8,0,2,0,2,0,0,0,60,1,0
30852,47,0,162067,1,14,0,2,0,1,0,0,0,40,1,0
30853,26,0,68991,0,9,1,1,2,1,0,0,0,40,0,0
30854,37,0,506830,1,13,1,2,1,1,1,0,0,40,0,0
30856,22,0,151790,1,10,0,2,2,0,1,0,0,30,1,0
30857,35,0,225750,1,13,2,1,2,0,1,0,0,32,0,0
30858,39,0,123417,1,13,1,0,1,0,0,0,0,60,0,0
30860,36,1,337778,1,10,0,0,0,0,0,0,0,60,1,1
30861,34,0,127875,1,13,1,2,1,0,1,0,0,20,0,0
30862,67,1,272587,0,4,2,1,1,0,1,1086,0,15,0,0
30863,47,0,247869,1,10,2,2,2,0,0,0,0,50,0,1
30864,56,0,177368,1,10,0,2,0,0,0,7298,0,45,0,1
30865,26,0,208122,1,10,2,2,1,0,0,0,0,45,0,0
30866,23,0,232799,0,9,1,1,1,1,1,2977,0,55,0,0
30867,30,2,146161,0,9,0,0,0,0,0,0,1887,50,0,1
30868,53,0,70387,1,14,0,1,0,2,0,4386,0,40,1,1
30869,45,0,167617,0,11,0,0,0,0,0,0,0,40,0,0
30870,52,0,146767,0,9,0,2,0,0,0,0,0,40,0,1
30871,35,1,215419,1,10,2,2,2,0,1,0,0,40,0,0
30872,39,0,162370,1,13,0,0,0,0,0,0,0,40,0,1
30873,26,1,48853,1,14,1,2,1,0,1,0,0,40,1,0
30874,18,0,176653,0,9,1,2,2,0,0,0,0,26,0,0
30875,27,0,336951,0,9,0,2,0,0,0,0,0,99,0,0
30876,27,1,136077,1,13,1,1,1,0,0,0,0,40,0,0
30877,32,0,186824,0,9,1,2,2,0,0,0,0,40,0,0
30878,31,1,127651,0,6,1,2,2,0,0,0,1741,40,0,0
30879,21,0,417668,1,10,1,1,2,0,0,0,0,20,0,0
30880,23,1,320294,0,9,1,1,1,0,0,0,0,40,0,0
30881,33,2,295591,0,2,2,0,1,0,0,0,0,40,1,0
30882,21,0,250051,1,10,1,1,2,0,1,0,0,10,0,0
30883,34,0,116371,0,9,2,1,1,0,1,0,0,38,0,0
30884,20,0,176321,1,10,1,2,2,0,1,0,0,20,0,0
30885,43,0,245975,0,5,0,2,0,0,0,0,0,84,0,0
30887,45,1,28171,1,14,0,0,0,0,0,0,0,40,0,0
30888,30,0,236543,1,10,0,1,0,0,0,0,0,68,0,0
30889,33,0,97521,0,9,1,2,2,0,0,0,0,40,0,0
30890,42,0,152889,0,4,0,0,0,0,0,4386,0,50,0,1
30891,46,1,88564,1,10,0,2,0,0,0,0,0,40,0,0
30892,27,0,253814,1,10,1,2,1,0,1,0,0,40,0,0
30893,41,0,394669,1,13,1,1,1,0,1,0,1741,40,0,0
30894,35,0,179481,1,13,0,0,0,0,0,0,0,60,0,1
30896,29,0,192924,0,11,2,2,1,0,1,0,0,40,0,0
30897,19,0,298891,0,7,1,2,1,0,1,0,0,40,1,0
30898,51,2,155963,1,10,0,0,0,0,0,0,0,55,0,0
30899,31,0,82393,1,10,0,1,2,2,0,0,0,30,1,0
30900,36,0,143912,0,9,2,2,1,0,0,0,0,45,0,0
30901,21,0,188923,0,9,1,1,2,0,1,0,0,25,0,0
30902,22,0,340217,1,10,1,2,1,0,1,0,0,20,0,0
30903,32,0,157747,1,10,0,1,0,0,0,0,0,40,0,0
30904,25,0,181598,0,7,0,2,0,0,0,0,0,40,0,0
30905,43,2,153109,0,12,2,0,2,0,1,0,0,60,0,0
30906,36,0,149419,1,10,2,2,1,0,0,0,0,55,0,0
30907,18,0,131414,0,9,1,1,2,0,1,0,0,40,0,0
30908,41,0,116493,1,10,2,2,1,0,0,0,0,52,0,0
30909,74,0,68326,0,11,2,2,1,0,1,0,0,40,0,0
30910,47,0,60267,1,13,0,0,0,0,0,0,0,38,0,1
30911,49,0,261688,0,9,0,0,0,0,0,5013,0,60,0,0
30912,54,2,261207,0,4,2,2,1,0,0,0,0,45,1,0
30913,24,0,324445,0,9,1,2,1,0,1,0,0,40,0,0
30914,62,0,270092,1,14,0,1,0,0,0,0,0,40,0,1
30915,24,2,434102,0,7,1,1,1,0,1,0,0,3,0,0
30916,33,0,131934,0,9,2,0,1,0,1,0,0,45,0,0
30917,52,0,192445,0,7,0,2,0,0,0,0,0,40,0,0
30918,66,2,252842,0,9,1,2,2,0,0,0,0,20,0,0
30920,35,0,139770,0,9,1,2,2,0,1,0,0,29,0,0
30921,24,0,215443,0,9,2,1,1,0,0,0,0,40,0,0
30922,36,2,240810,0,8,1,0,2,0,0,0,0,40,0,0
30923,26,0,213383,0,9,1,2,1,0,0,0,0,40,0,0
30924,25,1,152503,1,10,1,2,1,1,0,0,0,40,0,0
30925,71,0,138145,0,5,0,1,0,0,0,0,0,40,0,0
30926,54,1,108739,0,7,2,2,2,1,1,0,0,40,0,0
30927,55,0,144071,1,13,0,2,0,0,0,0,0,18,0,1
30928,38,2,267556,0,9,0,2,0,0,0,0,0,64,0,0
30929,39,0,103925,1,13,0,1,2,0,1,7688,0,32,0,1
30930,34,0,167781,0,9,0,1,0,0,0,0,0,50,0,0
30931,35,0,101073,1,10,0,2,0,0,0,0,0,45,0,1
30932,51,0,194908,0,9,0,2,2,0,1,0,0,40,0,0
30933,78,0,180239,1,14,2,0,2,2,0,0,0,40,1,0
30934,17,0,47771,0,7,1,1,2,0,1,0,0,20,0,0
30935,24,0,82804,0,9,1,2,2,1,1,0,0,40,0,0
30936,56,0,168625,0,9,2,1,1,0,1,4101,0,40,0,0
30937,39,1,114366,1,13,1,1,1,0,0,0,0,35,0,0
30938,21,0,93977,0,9,1,0,1,0,0,0,0,40,0,0
30939,34,0,200117,0,9,0,0,0,0,0,0,0,40,0,0
30940,18,0,98044,0,7,1,1,2,0,1,0,0,40,0,0
30941,35,0,186009,0,9,0,0,0,0,0,0,0,40,0,1
30942,38,0,30529,0,9,0,2,0,0,0,3411,0,40,0,0
30943,49,0,185385,0,12,0,2,0,0,0,0,0,45,0,0
30944,32,0,196125,0,9,0,2,0,0,0,0,0,40,0,1
30945,31,2,186420,1,14,2,2,1,0,1,0,0,25,0,0
30946,21,0,198050,0,12,1,2,1,0,1,0,0,25,0,0
30948,25,0,315130,1,13,1,2,1,0,1,0,0,10,0,0
30949,45,0,323798,1,13,0,0,0,0,0,7298,0,53,0,1
30950,66,2,28061,0,4,2,2,2,0,0,0,0,50,0,0
30951,51,1,166386,1,13,0,0,2,2,1,0,0,35,1,0
30952,47,0,149337,1,13,1,2,1,0,0,0,0,60,0,0
30953,23,0,215624,1,10,1,2,2,2,0,0,0,40,1,0
30954,30,0,154120,1,13,1,2,1,0,0,0,0,65,0,0
30955,42,0,118494,1,10,0,1,0,0,0,0,0,44,0,1
30956,23,0,167868,1,10,1,2,2,0,1,0,0,24,0,0
30957,34,0,244147,0,9,0,1,0,0,0,0,0,40,0,1
30958,47,0,362654,1,14,0,1,0,0,0,0,0,40,0,1
30959,32,0,360761,0,9,0,2,0,0,0,0,0,60,0,1
30960,51,1,155118,1,14,0,1,2,0,1,0,0,70,0,1
30961,69,0,232683,1,10,0,2,0,0,0,0,0,15,1,1
30962,23,0,153643,0,9,1,2,2,1,0,0,0,40,0,0
30963,32,0,155232,1,13,2,2,1,1,0,0,0,60,0,1
30964,45,0,34419,1,13,1,2,1,0,0,0,0,30,0,0
30965,57,0,121362,1,10,2,2,2,0,1,0,2258,38,0,1
30966,55,0,290124,0,3,0,2,0,0,0,0,0,40,1,0
30967,22,0,106843,0,6,1,0,2,0,0,0,0,30,0,0
30968,38,0,213512,1,10,0,2,0,0,0,0,0,50,0,0
30970,53,0,277772,0,9,2,2,2,1,1,0,0,40,0,0
30971,20,0,369677,0,6,2,2,1,0,1,0,0,36,0,0
30972,35,0,98283,0,15,1,1,1,2,0,0,0,40,1,1
30973,55,0,327589,0,9,2,2,1,0,1,0,0,40,0,0
30974,52,0,42924,0,8,0,0,0,0,0,0,0,45,0,0
30975,31,0,174201,0,12,0,0,0,0,0,0,0,40,0,0
30976,17,0,175109,0,7,1,1,2,0,0,0,0,25,0,0
30977,40,0,91355,0,9,1,1,1,1,1,0,0,40,0,0
30978,23,0,161092,1,13,1,2,2,0,0,0,0,40,0,0
30979,30,0,207284,0,9,0,2,0,0,0,0,0,40,0,0
30980,22,0,125010,1,13,1,2,1,0,1,0,0,20,0,0
30981,38,2,230329,0,9,0,2,0,0,0,0,0,48,0,0
30982,24,0,182504,1,10,1,1,2,0,1,0,0,25,0,0
30983,33,0,392812,1,10,0,2,0,0,0,0,0,50,0,1
30984,61,0,238611,0,4,2,1,2,1,1,0,0,38,0,0
30985,42,0,190767,1,13,2,2,1,0,1,0,0,40,0,0
30986,29,1,89487,0,9,0,0,0,0,0,0,0,40,0,0
30987,28,2,51461,0,9,0,2,0,0,0,0,0,40,0,0
30988,34,0,379412,0,9,0,0,0,0,0,0,0,50,0,0
30989,52,0,202115,0,9,0,1,2,0,1,0,0,25,0,0
30990,57,0,279340,0,4,2,1,2,1,1,0,0,29,0,0
30991,53,0,174102,0,9,0,0,0,0,0,0,0,40,0,1
30992,40,0,300773,0,12,2,2,1,0,1,0,0,40,0,0
30993,36,0,108103,0,9,0,1,0,0,0,0,0,50,0,0
30994,33,0,374833,0,2,2,2,2,0,0,0,0,40,1,0
30995,63,0,86108,0,9,2,2,1,0,0,0,0,6,0,0
30996,21,0,209483,1,10,1,2,2,0,1,0,0,20,0,0
30997,41,0,24763,0,9,2,2,2,0,0,7443,0,40,0,0
30998,42,0,202083,0,11,0,1,0,0,0,0,0,40,1,0
30999,38,0,257735,0,5,0,2,0,0,0,0,0,40,0,0
31000,34,0,287315,0,9,2,2,1,0,0,0,0,40,0,0
31001,49,1,213307,1,10,0,1,0,0,0,0,0,40,0,0
31002,26,0,167350,1,10,0,2,0,0,0,3103,0,40,0,1
31003,33,1,137059,1,10,1,1,1,0,1,0,0,10,0,0
31004,55,0,96415,0,9,2,1,2,1,1,0,0,35,0,0
31005,38,1,273457,1,10,0,2,0,0,0,0,0,40,0,1
31006,66,1,54826,0,11,2,1,1,0,1,0,0,20,0,0
31007,19,0,283945,0,6,1,2,2,0,0,0,1602,45,0,0
31008,35,1,99146,1,13,0,2,0,0,0,0,0,50,0,0
31009,23,0,181820,1,13,1,2,2,0,0,0,0,40,0,0
31010,63,0,294009,1,13,0,1,0,0,0,15024,0,45,0,1
31011,41,0,462964,0,9,2,0,1,0,0,2174,0,50,0,0
31012,72,0,298070,0,11,2,1,2,0,1,6723,0,25,0,0
31013,20,0,200450,0,4,1,2,2,0,1,0,0,52,0,0
31014,34,0,256362,0,9,0,2,0,0,0,0,0,40,1,1
31015,24,2,132320,0,9,2,2,1,0,0,0,0,50,0,0
31016,37,1,116736,0,9,0,0,0,0,0,0,0,40,0,0
31017,32,2,199366,0,6,2,0,2,0,0,0,0,16,0,0
31018,29,0,189346,0,9,1,2,2,0,0,0,0,40,0,0
31019,53,1,151580,0,11,0,1,0,0,0,4386,0,40,0,1
31020,40,1,150755,1,13,0,1,0,0,0,99999,0,75,0,1
31021,39,1,249392,1,14,0,1,0,0,0,0,0,72,0,0
31022,21,0,190805,0,9,0,2,0,0,0,0,0,32,0,0
31023,21,1,256356,1,10,1,1,2,0,1,0,0,25,0,0
31024,52,0,153751,0,5,2,1,1,1,1,0,0,30,0,0
31025,22,0,215251,0,9,1,1,2,0,1,0,0,40,1,0
31026,30,0,24292,1,13,0,2,0,0,0,0,0,45,0,1
31027,30,0,56121,0,9,1,0,1,0,0,0,0,40,0,0
31028,44,0,167725,0,9,0,0,0,0,0,0,0,40,0,0
31030,17,1,175587,0,7,1,2,2,0,0,0,0,30,0,0
31031,29,0,78261,0,9,2,2,1,0,0,0,0,55,0,0
31032,51,0,194995,0,9,0,2,0,0,0,0,0,50,0,0
31033,19,0,236940,0,9,1,2,2,0,0,0,0,40,0,0
31034,20,0,386643,1,10,1,1,2,0,1,0,0,40,0,0
31036,39,0,101146,0,9,2,1,1,0,1,4650,0,40,0,0
31037,25,0,109419,1,10,1,0,1,0,1,8614,0,45,0,1
31038,39,0,163237,0,9,0,0,0,0,0,0,0,60,0,0
31039,32,0,119176,0,9,0,2,2,0,1,0,0,44,0,0
31040,29,2,337505,1,10,0,0,0,2,0,0,0,40,1,0
31041,53,0,122412,1,13,1,1,1,0,1,0,0,40,0,0
31042,46,1,312015,0,9,1,1,1,1,1,0,0,40,0,0
31043,21,0,202871,0,9,1,2,2,0,0,0,0,44,0,0
31044,30,0,188403,1,10,1,2,1,0,0,0,0,40,0,0
31045,37,0,50380,0,7,0,2,0,0,0,0,0,40,0,0
31046,33,0,637222,0,8,2,2,2,1,1,0,0,40,0,0
31047,19,0,245408,0,9,1,2,2,0,1,0,0,20,0,0
31048,47,0,207140,0,9,2,2,1,0,1,0,0,38,0,0
31049,33,2,109959,1,10,0,2,0,0,0,0,0,25,0,0
31050,35,0,123809,1,13,0,1,2,0,1,15024,0,35,0,1
31051,19,0,222866,0,6,1,2,2,0,0,0,0,40,0,0
31052,60,2,154474,0,9,1,2,2,0,0,0,0,42,0,0
31053,33,0,23871,0,12,2,1,2,0,1,0,0,32,0,0
31054,26,0,557236,0,9,1,2,1,0,0,0,0,40,0,0
31055,29,0,229803,0,9,2,2,1,1,0,0,0,49,1,0
31056,24,0,96279,0,9,1,2,2,0,1,0,0,40,0,0
31057,52,0,317032,0,9,0,0,0,0,0,0,0,50,0,1
31058,43,1,19914,1,10,2,0,2,2,1,0,0,15,0,0
31059,40,0,291300,0,7,0,2,0,0,0,0,0,40,1,0
31060,27,0,131712,1,13,0,0,0,0,0,0,1485,50,0,1
31061,18,0,79443,0,5,1,2,2,0,0,0,0,40,1,0
31062,35,2,241998,1,13,0,0,0,0,0,0,0,45,0,0
31063,37,2,137527,1,16,1,1,1,0,1,0,2559,60,0,1
31064,41,0,116391,1,13,0,2,0,0,0,0,0,40,1,0
31065,36,2,153976,0,9,0,2,0,0,0,0,0,50,0,0
31066,20,0,204641,1,10,1,1,2,0,0,0,0,40,0,0
31069,58,0,96840,0,9,2,0,2,0,1,0,0,37,0,0
31070,23,0,201664,0,9,0,2,2,0,0,0,0,40,0,0
31071,39,2,68781,0,9,0,0,0,0,0,0,0,40,0,0
31072,42,1,261899,1,14,0,1,0,0,0,0,0,50,0,1
31073,68,0,50351,1,14,1,2,1,0,1,6360,0,20,0,0
31074,18,0,189487,1,10,1,2,2,0,1,0,0,35,0,0
31075,28,0,201861,1,10,0,2,0,0,0,0,0,45,0,0
31076,72,0,135378,0,4,2,1,2,1,1,0,0,20,0,0
31078,33,0,31481,1,13,2,1,2,0,1,0,0,24,0,0
31079,37,0,212900,0,9,0,0,0,0,0,0,0,40,0,0
31080,22,0,107882,0,9,1,1,2,0,1,0,0,20,0,0
31081,47,2,370119,1,13,0,2,0,0,0,15024,0,50,0,1
31082,32,0,68330,0,9,0,0,0,0,0,0,1485,40,0,0
31083,37,0,162494,1,13,1,2,1,0,1,0,0,40,0,0
31084,52,1,305053,0,9,0,0,0,0,0,0,2051,40,0,0
31085,17,0,47425,0,7,1,1,2,0,1,0,0,15,0,0
31086,38,0,167882,1,10,2,1,2,1,1,0,0,45,1,0
31087,29,0,209301,1,13,0,0,0,0,0,0,0,40,1,0
31089,48,0,44907,1,13,2,2,1,0,1,0,0,45,0,0
31090,25,0,36943,0,12,2,1,1,0,1,0,0,32,0,0
31091,35,0,176967,1,10,0,2,0,0,0,0,0,40,0,0
31092,26,0,33610,0,9,1,2,2,0,0,0,0,40,0,0
31093,59,2,132925,1,14,0,0,0,0,0,0,0,40,0,1
31094,51,2,71046,1,13,0,2,0,0,0,0,0,60,0,1
31095,57,0,176904,0,6,2,0,2,0,0,0,0,40,0,0
31096,67,0,180539,0,9,0,2,0,0,0,0,0,10,0,0
31097,20,0,112706,0,7,1,2,2,0,0,0,0,39,0,0
31098,34,0,443546,0,9,0,0,0,0,0,0,0,40,0,1
31099,37,0,36425,0,9,1,1,1,0,1,0,0,40,0,0
