,workclass,age,marital_status,occupation,relationship,gender,native_country,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19
31702,0,39,0,2,2,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1
31703,0,21,1,5,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0
31704,0,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
31705,0,24,1,3,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0
31706,0,57,0,5,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1
31707,0,59,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1
31708,0,50,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1
31709,0,28,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31710,0,44,0,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1
31711,0,27,0,5,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0
31712,0,29,2,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0
31713,0,50,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
31714,0,43,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
31715,1,39,0,2,2,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
31716,0,21,1,5,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0
31717,0,20,1,5,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0
31718,0,24,1,5,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
31719,0,37,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
31720,0,46,2,0,2,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0
31721,0,31,2,1,2,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
31722,0,42,1,3,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
31723,1,58,1,3,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1
31724,0,22,1,6,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0
31725,1,39,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
31726,0,32,1,4,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0
31727,1,43,2,6,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0
31728,0,45,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31729,1,22,1,5,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
31730,0,35,2,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0
31731,0,45,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
31732,0,23,1,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1
31733,1,51,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
31734,0,31,2,6,2,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1
31735,0,41,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
31736,0,49,2,2,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1
31737,0,24,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31738,0,18,1,3,2,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0
31739,0,17,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31740,0,47,1,2,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1
31741,0,40,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
31742,1,34,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31743,0,20,1,5,2,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1
31744,1,49,2,6,2,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0
31745,1,36,2,3,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1
31746,0,52,2,2,2,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0
31747,0,36,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
31748,0,53,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
31749,1,34,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
31750,0,48,2,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0
31751,0,35,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
31752,0,49,0,3,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0
31753,0,21,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
31754,0,39,1,5,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0
31755,0,35,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
31756,0,51,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
31757,0,44,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0
31758,0,38,0,6,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
31759,1,39,2,2,2,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1
31760,2,49,0,5,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0
31761,0,31,0,5,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
31762,0,21,1,3,2,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1
31763,0,41,0,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
31764,0,25,1,5,2,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1
31765,0,57,2,1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31766,0,38,0,5,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1
31767,0,29,0,2,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
31768,2,46,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1
31769,0,22,1,5,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
31770,0,23,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1
31771,2,26,1,2,2,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0
31772,0,60,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0
31773,0,25,1,0,2,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1
31774,0,53,1,4,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
31775,2,33,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
31776,0,48,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
31777,0,45,2,1,2,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
31778,0,59,2,5,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
31779,0,31,2,2,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1
31780,0,36,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0
31781,0,28,2,3,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
31782,0,22,1,6,2,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1
31783,0,35,2,5,2,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
31784,1,23,0,2,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0
31785,0,56,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
31786,0,61,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1
31787,0,59,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31788,0,29,1,4,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0
31789,2,71,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
31790,0,28,1,4,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0
31791,0,24,1,4,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
31792,2,24,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
31793,0,45,1,5,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
31794,0,33,2,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
31795,0,47,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0
31796,0,32,2,5,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
31797,0,40,0,3,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1
31798,0,23,1,6,2,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0
31799,0,33,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1
31800,0,34,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
31801,0,32,0,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0
31802,0,37,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
31803,0,54,1,4,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
31804,0,49,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
31805,0,55,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
31806,1,31,0,4,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
31807,1,31,1,0,2,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0
31808,0,38,0,6,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
31809,0,60,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31810,0,29,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
31811,0,44,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
31812,0,28,1,5,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
31813,1,47,0,2,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1
31814,1,32,1,2,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1
31815,0,31,1,3,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0
31816,0,42,2,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0
31817,0,42,0,5,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
31818,1,53,0,2,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
31819,0,25,1,6,2,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1
31820,0,43,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1
31821,0,20,1,3,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0
31822,0,25,0,6,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
31823,2,55,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
31824,1,30,0,5,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1
31825,0,26,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31826,0,35,2,1,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
31827,1,34,1,4,2,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0
31828,2,45,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
31829,0,29,1,3,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1
31830,1,22,1,4,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1
31831,0,23,1,6,2,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1
31832,0,36,2,4,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
31833,0,30,0,6,2,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0
31834,0,20,1,6,2,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
31835,0,46,0,2,2,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0
31836,0,43,2,2,2,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0
31837,0,22,1,6,2,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
31838,0,46,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
31839,0,31,0,0,2,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0
31840,1,52,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
31841,2,56,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
31842,2,61,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0
31843,0,27,0,6,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
31844,0,21,1,2,2,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0
31845,0,43,2,3,2,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0
31846,0,25,1,4,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1
31847,1,37,2,4,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0
31848,1,39,0,2,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0
31849,1,41,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
31850,2,53,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
31851,1,37,0,3,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0
31852,0,39,2,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
31853,0,29,1,4,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1
31854,0,37,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
31855,0,49,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31856,0,36,2,6,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1
31857,1,32,1,6,2,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1
31858,0,19,1,6,2,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0
31859,0,38,1,3,2,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
31860,0,37,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0
31861,0,24,1,3,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0
31862,0,32,1,2,2,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0
31863,1,50,2,2,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31864,0,41,0,5,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
31865,1,41,0,2,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0
31866,2,52,2,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
31867,0,25,1,5,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1
31868,0,18,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
31869,0,34,1,4,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
31870,0,20,2,3,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
31871,0,40,2,2,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1
31872,0,39,0,6,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
31873,0,36,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1
31874,1,65,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
31875,0,60,1,5,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
31876,0,43,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31877,0,34,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1
31878,0,36,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0
31879,2,51,2,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
31880,1,46,2,6,2,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0
31881,0,41,0,6,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
31882,0,33,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31883,1,60,0,2,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1
31884,1,18,1,2,2,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1
31885,0,19,1,4,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
31886,0,41,0,5,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
31887,0,33,2,6,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
31888,0,43,2,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1
31889,1,50,2,4,2,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
31890,0,28,1,5,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1
31891,1,46,2,2,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
31892,0,26,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
31893,0,68,1,2,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0
31894,0,37,1,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
31895,1,49,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
31896,0,43,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
31897,0,20,1,3,2,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1
31898,0,40,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
31899,0,28,2,3,2,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0
31900,0,24,0,2,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1
31901,1,23,1,2,2,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1
31902,0,28,2,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
31903,0,61,2,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
31904,0,27,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
31905,1,23,1,5,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
31906,0,37,2,5,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
31907,0,19,1,3,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
31908,0,18,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
31909,2,32,0,3,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0
31910,0,57,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
31911,0,22,0,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
31912,1,35,2,1,2,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0
31913,0,29,2,6,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0
31914,0,44,1,1,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
31915,0,26,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31916,0,41,2,3,2,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1
31917,0,51,0,3,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1
31918,0,31,1,2,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1
31919,0,44,2,6,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
31920,0,37,0,2,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
31921,0,35,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
31922,1,23,1,2,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
31923,1,29,0,2,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
31924,0,59,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
31925,0,34,1,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
31926,0,49,2,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1
31927,0,38,0,3,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1
31928,0,78,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31929,1,44,0,6,2,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0
31930,0,45,2,6,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
31931,0,43,0,2,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1
31932,0,45,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
31933,0,25,1,3,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
31934,0,47,0,3,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0
31935,0,38,0,0,2,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1
31936,0,36,1,3,2,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0
31937,2,47,2,3,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1
31938,0,49,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
31939,0,44,0,3,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0
31940,1,52,2,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0
31941,1,34,0,3,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0
31942,0,29,1,4,2,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1
31943,0,18,1,4,2,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
31944,0,40,2,4,2,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
31945,0,28,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1
